0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
LIFEEXP=MEDIUM,CALORIES=HIGH,UNEMP=LOW,SMOKING=MEDIUM,OVERWT=HIGH,ALCOHOL=HIGH,FAT=HIGH,PROTEIN=HIGH,FRUITVEG=MEDIUM,ANNUALINCOME=LOW,YOUTH_UNEMP_RATE=LOW,HEARTDISEAS=MEDIUM,CIRCULATORYDISEAS=MEDIUM,SELFINJURY=LOW,TOTALHOSPBED=LOW
LIFEEXP=MEDIUM,CALORIES=HIGH,UNEMP=LOW,SMOKING=LOW,OVERWT=HIGH,ALCOHOL=HIGH,FAT=HIGH,PROTEIN=HIGH,FRUITVEG=LOW,ANNUALINCOME=LOW,YOUTH_UNEMP_RATE=MEDIUM,HEARTDISEAS=MEDIUM,CIRCULATORYDISEAS=MEDIUM,SELFINJURY=LOW,TOTALHOSPBED=LOW
LIFEEXP=MEDIUM,CALORIES=HIGH,UNEMP=LOW,SMOKING=LOW,OVERWT=HIGH,ALCOHOL=HIGH,FAT=HIGH,PROTEIN=HIGH,FRUITVEG=LOW,ANNUALINCOME=LOW,YOUTH_UNEMP_RATE=LOW,HEARTDISEAS=MEDIUM,CIRCULATORYDISEAS=MEDIUM,SELFINJURY=LOW,TOTALHOSPBED=LOW
LIFEEXP=MEDIUM,CALORIES=HIGH,UNEMP=LOW,SMOKING=LOW,OVERWT=HIGH,ALCOHOL=HIGH,FAT=HIGH,PROTEIN=HIGH,FRUITVEG=MEDIUM,ANNUALINCOME=LOW,YOUTH_UNEMP_RATE=MEDIUM,HEARTDISEAS=MEDIUM,CIRCULATORYDISEAS=MEDIUM,SELFINJURY=LOW,TOTALHOSPBED=LOW
LIFEEXP=MEDIUM,CALORIES=HIGH,UNEMP=LOW,SMOKING=LOW,OVERWT=HIGH,ALCOHOL=HIGH,FAT=HIGH,PROTEIN=HIGH,FRUITVEG=LOW,ANNUALINCOME=LOW,YOUTH_UNEMP_RATE=MEDIUM,HEARTDISEAS=MEDIUM,CIRCULATORYDISEAS=MEDIUM,SELFINJURY=LOW,TOTALHOSPBED=LOW
LIFEEXP=HIGH,CALORIES=HIGH,UNEMP=LOW,SMOKING=LOW,OVERWT=HIGH,ALCOHOL=HIGH,FAT=HIGH,PROTEIN=HIGH,FRUITVEG=MEDIUM,ANNUALINCOME=LOW,YOUTH_UNEMP_RATE=MEDIUM,HEARTDISEAS=MEDIUM,CIRCULATORYDISEAS=MEDIUM,SELFINJURY=LOW,TOTALHOSPBED=LOW
LIFEEXP=HIGH,CALORIES=HIGH,UNEMP=LOW,SMOKING=HIGH,OVERWT=HIGH,ALCOHOL=HIGH,FAT=HIGH,PROTEIN=HIGH,FRUITVEG=LOW,ANNUALINCOME=LOW,YOUTH_UNEMP_RATE=MEDIUM,HEARTDISEAS=MEDIUM,CIRCULATORYDISEAS=MEDIUM,SELFINJURY=LOW,TOTALHOSPBED=LOW
LIFEEXP=HIGH,CALORIES=HIGH,UNEMP=LOW,SMOKING=MEDIUM,OVERWT=HIGH,ALCOHOL=HIGH,FAT=HIGH,PROTEIN=HIGH,FRUITVEG=LOW,ANNUALINCOME=LOW,YOUTH_UNEMP_RATE=MEDIUM,HEARTDISEAS=MEDIUM,CIRCULATORYDISEAS=MEDIUM,SELFINJURY=LOW,TOTALHOSPBED=LOW
LIFEEXP=HIGH,CALORIES=HIGH,UNEMP=LOW,SMOKING=MEDIUM,OVERWT=HIGH,ALCOHOL=HIGH,FAT=HIGH,PROTEIN=HIGH,FRUITVEG=LOW,ANNUALINCOME=LOW,YOUTH_UNEMP_RATE=MEDIUM,HEARTDISEAS=MEDIUM,CIRCULATORYDISEAS=MEDIUM,SELFINJURY=LOW,TOTALHOSPBED=LOW
LIFEEXP=HIGH,CALORIES=HIGH,UNEMP=LOW,SMOKING=MEDIUM,OVERWT=LOW,ALCOHOL=HIGH,FAT=HIGH,PROTEIN=HIGH,FRUITVEG=LOW,ANNUALINCOME=LOW,YOUTH_UNEMP_RATE=MEDIUM,HEARTDISEAS=MEDIUM,CIRCULATORYDISEAS=MEDIUM,SELFINJURY=LOW,TOTALHOSPBED=LOW
LIFEEXP=HIGH,CALORIES=HIGH,UNEMP=LOW,SMOKING=MEDIUM,OVERWT=LOW,ALCOHOL=HIGH,FAT=HIGH,PROTEIN=HIGH,FRUITVEG=LOW,ANNUALINCOME=LOW,YOUTH_UNEMP_RATE=MEDIUM,HEARTDISEAS=MEDIUM,CIRCULATORYDISEAS=MEDIUM,SELFINJURY=LOW,TOTALHOSPBED=LOW
LIFEEXP=HIGH,CALORIES=LOW,UNEMP=LOW,SMOKING=MEDIUM,OVERWT=LOW,ALCOHOL=HIGH,FAT=LOW,PROTEIN=LOW,FRUITVEG=LOW,ANNUALINCOME=LOW,YOUTH_UNEMP_RATE=MEDIUM,HEARTDISEAS=LOW,CIRCULATORYDISEAS=MEDIUM,SELFINJURY=LOW,TOTALHOSPBED=LOW
LIFEEXP=HIGH,CALORIES=LOW,UNEMP=LOW,SMOKING=MEDIUM,OVERWT=LOW,ALCOHOL=HIGH,FAT=LOW,PROTEIN=LOW,FRUITVEG=LOW,ANNUALINCOME=LOW,YOUTH_UNEMP_RATE=MEDIUM,HEARTDISEAS=LOW,CIRCULATORYDISEAS=MEDIUM,SELFINJURY=LOW,TOTALHOSPBED=LOW
LIFEEXP=HIGH,CALORIES=LOW,UNEMP=LOW,SMOKING=MEDIUM,OVERWT=LOW,ALCOHOL=HIGH,FAT=LOW,PROTEIN=LOW,FRUITVEG=LOW,ANNUALINCOME=LOW,YOUTH_UNEMP_RATE=MEDIUM,HEARTDISEAS=LOW,CIRCULATORYDISEAS=LOW,SELFINJURY=LOW,TOTALHOSPBED=LOW
LIFEEXP=HIGH,CALORIES=LOW,UNEMP=LOW,SMOKING=MEDIUM,OVERWT=LOW,ALCOHOL=HIGH,FAT=LOW,PROTEIN=LOW,FRUITVEG=LOW,ANNUALINCOME=LOW,YOUTH_UNEMP_RATE=MEDIUM,HEARTDISEAS=LOW,CIRCULATORYDISEAS=LOW,SELFINJURY=LOW,TOTALHOSPBED=LOW
LIFEEXP=HIGH,CALORIES=LOW,UNEMP=LOW,SMOKING=MEDIUM,OVERWT=LOW,ALCOHOL=HIGH,FAT=LOW,PROTEIN=LOW,FRUITVEG=LOW,ANNUALINCOME=LOW,YOUTH_UNEMP_RATE=MEDIUM,HEARTDISEAS=LOW,CIRCULATORYDISEAS=LOW,SELFINJURY=LOW,TOTALHOSPBED=LOW
LIFEEXP=MEDIUM,CALORIES=LOW,UNEMP=LOW,SMOKING=MEDIUM,OVERWT=LOW,ALCOHOL=HIGH,FAT=LOW,PROTEIN=LOW,FRUITVEG=LOW,ANNUALINCOME=LOW,YOUTH_UNEMP_RATE=LOW,HEARTDISEAS=LOW,CIRCULATORYDISEAS=LOW,SELFINJURY=LOW,TOTALHOSPBED=LOW
LIFEEXP=HIGH,CALORIES=LOW,UNEMP=LOW,SMOKING=MEDIUM,OVERWT=LOW,ALCOHOL=HIGH,FAT=LOW,PROTEIN=LOW,FRUITVEG=LOW,ANNUALINCOME=LOW,YOUTH_UNEMP_RATE=LOW,HEARTDISEAS=LOW,CIRCULATORYDISEAS=LOW,SELFINJURY=LOW,TOTALHOSPBED=LOW
LIFEEXP=HIGH,CALORIES=LOW,UNEMP=LOW,SMOKING=MEDIUM,OVERWT=LOW,ALCOHOL=HIGH,FAT=LOW,PROTEIN=LOW,FRUITVEG=LOW,ANNUALINCOME=LOW,YOUTH_UNEMP_RATE=LOW,HEARTDISEAS=LOW,CIRCULATORYDISEAS=LOW,SELFINJURY=LOW,TOTALHOSPBED=LOW
LIFEEXP=HIGH,CALORIES=LOW,UNEMP=LOW,SMOKING=MEDIUM,OVERWT=LOW,ALCOHOL=HIGH,FAT=LOW,PROTEIN=LOW,FRUITVEG=LOW,ANNUALINCOME=LOW,YOUTH_UNEMP_RATE=MEDIUM,HEARTDISEAS=LOW,CIRCULATORYDISEAS=LOW,SELFINJURY=LOW,TOTALHOSPBED=LOW
LIFEEXP=HIGH,CALORIES=LOW,UNEMP=LOW,SMOKING=MEDIUM,OVERWT=LOW,ALCOHOL=HIGH,FAT=LOW,PROTEIN=LOW,FRUITVEG=LOW,ANNUALINCOME=LOW,YOUTH_UNEMP_RATE=MEDIUM,HEARTDISEAS=LOW,CIRCULATORYDISEAS=LOW,SELFINJURY=LOW,TOTALHOSPBED=LOW
LIFEEXP=HIGH,CALORIES=LOW,UNEMP=LOW,SMOKING=MEDIUM,OVERWT=LOW,ALCOHOL=HIGH,FAT=LOW,PROTEIN=LOW,FRUITVEG=MEDIUM,ANNUALINCOME=LOW,YOUTH_UNEMP_RATE=MEDIUM,HEARTDISEAS=LOW,CIRCULATORYDISEAS=LOW,SELFINJURY=LOW,TOTALHOSPBED=LOW
LIFEEXP=HIGH,CALORIES=LOW,UNEMP=LOW,SMOKING=MEDIUM,OVERWT=LOW,ALCOHOL=HIGH,FAT=LOW,PROTEIN=LOW,FRUITVEG=MEDIUM,ANNUALINCOME=LOW,YOUTH_UNEMP_RATE=MEDIUM,HEARTDISEAS=LOW,CIRCULATORYDISEAS=LOW,SELFINJURY=LOW,TOTALHOSPBED=LOW
LIFEEXP=HIGH,CALORIES=LOW,UNEMP=LOW,SMOKING=MEDIUM,OVERWT=LOW,ALCOHOL=HIGH,FAT=LOW,PROTEIN=LOW,FRUITVEG=MEDIUM,ANNUALINCOME=LOW,YOUTH_UNEMP_RATE=MEDIUM,HEARTDISEAS=LOW,CIRCULATORYDISEAS=LOW,SELFINJURY=LOW,TOTALHOSPBED=LOW
LIFEEXP=HIGH,CALORIES=LOW,UNEMP=LOW,SMOKING=MEDIUM,OVERWT=LOW,ALCOHOL=HIGH,FAT=LOW,PROTEIN=MEDIUM,FRUITVEG=MEDIUM,ANNUALINCOME=LOW,YOUTH_UNEMP_RATE=MEDIUM,HEARTDISEAS=LOW,CIRCULATORYDISEAS=LOW,SELFINJURY=LOW,TOTALHOSPBED=LOW
LIFEEXP=HIGH,CALORIES=MEDIUM,UNEMP=LOW,SMOKING=MEDIUM,OVERWT=LOW,ALCOHOL=HIGH,FAT=LOW,PROTEIN=MEDIUM,FRUITVEG=MEDIUM,ANNUALINCOME=LOW,YOUTH_UNEMP_RATE=MEDIUM,HEARTDISEAS=LOW,CIRCULATORYDISEAS=LOW,SELFINJURY=LOW,TOTALHOSPBED=LOW
LIFEEXP=HIGH,CALORIES=MEDIUM,UNEMP=LOW,SMOKING=MEDIUM,OVERWT=LOW,ALCOHOL=HIGH,FAT=LOW,PROTEIN=MEDIUM,FRUITVEG=MEDIUM,ANNUALINCOME=LOW,YOUTH_UNEMP_RATE=MEDIUM,HEARTDISEAS=LOW,CIRCULATORYDISEAS=LOW,SELFINJURY=LOW,TOTALHOSPBED=LOW
LIFEEXP=HIGH,CALORIES=MEDIUM,UNEMP=LOW,SMOKING=MEDIUM,OVERWT=LOW,ALCOHOL=HIGH,FAT=LOW,PROTEIN=MEDIUM,FRUITVEG=MEDIUM,ANNUALINCOME=LOW,YOUTH_UNEMP_RATE=MEDIUM,HEARTDISEAS=LOW,CIRCULATORYDISEAS=LOW,SELFINJURY=LOW,TOTALHOSPBED=LOW
LIFEEXP=HIGH,CALORIES=MEDIUM,UNEMP=LOW,SMOKING=MEDIUM,OVERWT=LOW,ALCOHOL=HIGH,FAT=LOW,PROTEIN=MEDIUM,FRUITVEG=MEDIUM,ANNUALINCOME=LOW,YOUTH_UNEMP_RATE=MEDIUM,HEARTDISEAS=LOW,CIRCULATORYDISEAS=LOW,SELFINJURY=LOW,TOTALHOSPBED=LOW
LIFEEXP=HIGH,CALORIES=MEDIUM,UNEMP=LOW,SMOKING=LOW,OVERWT=LOW,ALCOHOL=HIGH,FAT=LOW,PROTEIN=MEDIUM,FRUITVEG=MEDIUM,ANNUALINCOME=LOW,YOUTH_UNEMP_RATE=MEDIUM,HEARTDISEAS=LOW,CIRCULATORYDISEAS=LOW,SELFINJURY=LOW,TOTALHOSPBED=LOW
LIFEEXP=HIGH,CALORIES=MEDIUM,UNEMP=LOW,SMOKING=LOW,OVERWT=LOW,ALCOHOL=HIGH,FAT=LOW,PROTEIN=MEDIUM,FRUITVEG=MEDIUM,ANNUALINCOME=LOW,YOUTH_UNEMP_RATE=HIGH,HEARTDISEAS=LOW,CIRCULATORYDISEAS=LOW,SELFINJURY=LOW,TOTALHOSPBED=LOW
LIFEEXP=HIGH,CALORIES=MEDIUM,UNEMP=LOW,SMOKING=LOW,OVERWT=LOW,ALCOHOL=HIGH,FAT=LOW,PROTEIN=MEDIUM,FRUITVEG=MEDIUM,ANNUALINCOME=MEDIUM,YOUTH_UNEMP_RATE=HIGH,HEARTDISEAS=LOW,CIRCULATORYDISEAS=LOW,SELFINJURY=LOW,TOTALHOSPBED=LOW
LIFEEXP=HIGH,CALORIES=MEDIUM,UNEMP=LOW,SMOKING=LOW,OVERWT=LOW,ALCOHOL=HIGH,FAT=LOW,PROTEIN=MEDIUM,FRUITVEG=MEDIUM,ANNUALINCOME=MEDIUM,YOUTH_UNEMP_RATE=MEDIUM,HEARTDISEAS=LOW,CIRCULATORYDISEAS=LOW,SELFINJURY=LOW,TOTALHOSPBED=LOW
LIFEEXP=HIGH,CALORIES=MEDIUM,UNEMP=LOW,SMOKING=LOW,OVERWT=MEDIUM,ALCOHOL=LOW,FAT=LOW,PROTEIN=MEDIUM,FRUITVEG=MEDIUM,ANNUALINCOME=MEDIUM,YOUTH_UNEMP_RATE=MEDIUM,HEARTDISEAS=LOW,CIRCULATORYDISEAS=LOW,SELFINJURY=LOW,TOTALHOSPBED=LOW
LIFEEXP=HIGH,CALORIES=MEDIUM,UNEMP=LOW,SMOKING=LOW,OVERWT=MEDIUM,ALCOHOL=LOW,FAT=LOW,PROTEIN=MEDIUM,FRUITVEG=MEDIUM,ANNUALINCOME=MEDIUM,YOUTH_UNEMP_RATE=MEDIUM,HEARTDISEAS=LOW,CIRCULATORYDISEAS=LOW,SELFINJURY=LOW,TOTALHOSPBED=LOW
LIFEEXP=HIGH,CALORIES=MEDIUM,UNEMP=MEDIUM,SMOKING=LOW,OVERWT=MEDIUM,ALCOHOL=LOW,FAT=LOW,PROTEIN=MEDIUM,FRUITVEG=MEDIUM,ANNUALINCOME=MEDIUM,YOUTH_UNEMP_RATE=MEDIUM,HEARTDISEAS=LOW,CIRCULATORYDISEAS=LOW,SELFINJURY=LOW,TOTALHOSPBED=LOW
LIFEEXP=HIGH,CALORIES=MEDIUM,UNEMP=MEDIUM,SMOKING=LOW,OVERWT=MEDIUM,ALCOHOL=LOW,FAT=LOW,PROTEIN=MEDIUM,FRUITVEG=MEDIUM,ANNUALINCOME=MEDIUM,YOUTH_UNEMP_RATE=LOW,HEARTDISEAS=LOW,CIRCULATORYDISEAS=LOW,SELFINJURY=LOW,TOTALHOSPBED=LOW
LIFEEXP=HIGH,CALORIES=MEDIUM,UNEMP=MEDIUM,SMOKING=MEDIUM,OVERWT=MEDIUM,ALCOHOL=LOW,FAT=LOW,PROTEIN=HIGH,FRUITVEG=MEDIUM,ANNUALINCOME=MEDIUM,YOUTH_UNEMP_RATE=LOW,HEARTDISEAS=LOW,CIRCULATORYDISEAS=LOW,SELFINJURY=LOW,TOTALHOSPBED=LOW
LIFEEXP=LOW,CALORIES=MEDIUM,UNEMP=MEDIUM,SMOKING=MEDIUM,OVERWT=MEDIUM,ALCOHOL=LOW,FAT=LOW,PROTEIN=HIGH,FRUITVEG=MEDIUM,ANNUALINCOME=MEDIUM,YOUTH_UNEMP_RATE=LOW,HEARTDISEAS=LOW,CIRCULATORYDISEAS=LOW,SELFINJURY=LOW,TOTALHOSPBED=LOW
LIFEEXP=LOW,CALORIES=HIGH,UNEMP=MEDIUM,SMOKING=MEDIUM,OVERWT=MEDIUM,ALCOHOL=LOW,FAT=HIGH,PROTEIN=HIGH,FRUITVEG=MEDIUM,ANNUALINCOME=MEDIUM,YOUTH_UNEMP_RATE=MEDIUM,HEARTDISEAS=LOW,CIRCULATORYDISEAS=LOW,SELFINJURY=LOW,TOTALHOSPBED=LOW
LIFEEXP=LOW,CALORIES=HIGH,UNEMP=MEDIUM,SMOKING=MEDIUM,OVERWT=MEDIUM,ALCOHOL=LOW,FAT=HIGH,PROTEIN=HIGH,FRUITVEG=LOW,ANNUALINCOME=MEDIUM,YOUTH_UNEMP_RATE=MEDIUM,HEARTDISEAS=LOW,CIRCULATORYDISEAS=LOW,SELFINJURY=LOW,TOTALHOSPBED=LOW
LIFEEXP=LOW,CALORIES=HIGH,UNEMP=MEDIUM,SMOKING=MEDIUM,OVERWT=MEDIUM,ALCOHOL=LOW,FAT=HIGH,PROTEIN=HIGH,FRUITVEG=MEDIUM,ANNUALINCOME=MEDIUM,YOUTH_UNEMP_RATE=MEDIUM,HEARTDISEAS=LOW,CIRCULATORYDISEAS=LOW,SELFINJURY=LOW,TOTALHOSPBED=LOW
LIFEEXP=LOW,CALORIES=HIGH,UNEMP=MEDIUM,SMOKING=MEDIUM,OVERWT=MEDIUM,ALCOHOL=LOW,FAT=HIGH,PROTEIN=HIGH,FRUITVEG=MEDIUM,ANNUALINCOME=MEDIUM,YOUTH_UNEMP_RATE=MEDIUM,HEARTDISEAS=LOW,CIRCULATORYDISEAS=LOW,SELFINJURY=LOW,TOTALHOSPBED=LOW
LIFEEXP=LOW,CALORIES=HIGH,UNEMP=MEDIUM,SMOKING=LOW,OVERWT=MEDIUM,ALCOHOL=LOW,FAT=HIGH,PROTEIN=HIGH,FRUITVEG=MEDIUM,ANNUALINCOME=MEDIUM,YOUTH_UNEMP_RATE=MEDIUM,HEARTDISEAS=LOW,CIRCULATORYDISEAS=LOW,SELFINJURY=LOW,TOTALHOSPBED=LOW
LIFEEXP=LOW,CALORIES=HIGH,UNEMP=MEDIUM,SMOKING=LOW,OVERWT=MEDIUM,ALCOHOL=LOW,FAT=HIGH,PROTEIN=HIGH,FRUITVEG=MEDIUM,ANNUALINCOME=MEDIUM,YOUTH_UNEMP_RATE=MEDIUM,HEARTDISEAS=LOW,CIRCULATORYDISEAS=LOW,SELFINJURY=LOW,TOTALHOSPBED=LOW
LIFEEXP=LOW,CALORIES=HIGH,UNEMP=MEDIUM,SMOKING=LOW,OVERWT=MEDIUM,ALCOHOL=LOW,FAT=HIGH,PROTEIN=HIGH,FRUITVEG=MEDIUM,ANNUALINCOME=MEDIUM,YOUTH_UNEMP_RATE=LOW,HEARTDISEAS=LOW,CIRCULATORYDISEAS=LOW,SELFINJURY=LOW,TOTALHOSPBED=LOW
LIFEEXP=LOW,CALORIES=HIGH,UNEMP=MEDIUM,SMOKING=HIGH,OVERWT=MEDIUM,ALCOHOL=LOW,FAT=HIGH,PROTEIN=HIGH,FRUITVEG=MEDIUM,ANNUALINCOME=MEDIUM,YOUTH_UNEMP_RATE=LOW,HEARTDISEAS=LOW,CIRCULATORYDISEAS=HIGH,SELFINJURY=LOW,TOTALHOSPBED=LOW
LIFEEXP=LOW,CALORIES=HIGH,UNEMP=MEDIUM,SMOKING=HIGH,OVERWT=MEDIUM,ALCOHOL=LOW,FAT=HIGH,PROTEIN=HIGH,FRUITVEG=MEDIUM,ANNUALINCOME=MEDIUM,YOUTH_UNEMP_RATE=LOW,HEARTDISEAS=LOW,CIRCULATORYDISEAS=HIGH,SELFINJURY=LOW,TOTALHOSPBED=LOW
LIFEEXP=MEDIUM,CALORIES=HIGH,UNEMP=MEDIUM,SMOKING=HIGH,OVERWT=MEDIUM,ALCOHOL=LOW,FAT=HIGH,PROTEIN=HIGH,FRUITVEG=MEDIUM,ANNUALINCOME=MEDIUM,YOUTH_UNEMP_RATE=LOW,HEARTDISEAS=LOW,CIRCULATORYDISEAS=HIGH,SELFINJURY=LOW,TOTALHOSPBED=LOW
LIFEEXP=MEDIUM,CALORIES=HIGH,UNEMP=MEDIUM,SMOKING=HIGH,OVERWT=MEDIUM,ALCOHOL=LOW,FAT=HIGH,PROTEIN=HIGH,FRUITVEG=LOW,ANNUALINCOME=MEDIUM,YOUTH_UNEMP_RATE=LOW,HEARTDISEAS=LOW,CIRCULATORYDISEAS=HIGH,SELFINJURY=LOW,TOTALHOSPBED=LOW
LIFEEXP=MEDIUM,CALORIES=HIGH,UNEMP=MEDIUM,SMOKING=HIGH,OVERWT=MEDIUM,ALCOHOL=LOW,FAT=HIGH,PROTEIN=HIGH,FRUITVEG=LOW,ANNUALINCOME=HIGH,YOUTH_UNEMP_RATE=LOW,HEARTDISEAS=LOW,CIRCULATORYDISEAS=HIGH,SELFINJURY=LOW,TOTALHOSPBED=LOW
LIFEEXP=MEDIUM,CALORIES=HIGH,UNEMP=MEDIUM,SMOKING=HIGH,OVERWT=MEDIUM,ALCOHOL=LOW,FAT=HIGH,PROTEIN=HIGH,FRUITVEG=LOW,ANNUALINCOME=HIGH,YOUTH_UNEMP_RATE=MEDIUM,HEARTDISEAS=LOW,CIRCULATORYDISEAS=HIGH,SELFINJURY=LOW,TOTALHOSPBED=LOW
LIFEEXP=MEDIUM,CALORIES=HIGH,UNEMP=MEDIUM,SMOKING=HIGH,OVERWT=MEDIUM,ALCOHOL=LOW,FAT=HIGH,PROTEIN=HIGH,FRUITVEG=LOW,ANNUALINCOME=HIGH,YOUTH_UNEMP_RATE=MEDIUM,HEARTDISEAS=LOW,CIRCULATORYDISEAS=HIGH,SELFINJURY=LOW,TOTALHOSPBED=LOW
LIFEEXP=MEDIUM,CALORIES=HIGH,UNEMP=MEDIUM,SMOKING=MEDIUM,OVERWT=MEDIUM,ALCOHOL=LOW,FAT=HIGH,PROTEIN=HIGH,FRUITVEG=MEDIUM,ANNUALINCOME=HIGH,YOUTH_UNEMP_RATE=HIGH,HEARTDISEAS=LOW,CIRCULATORYDISEAS=HIGH,SELFINJURY=LOW,TOTALHOSPBED=LOW
LIFEEXP=MEDIUM,CALORIES=HIGH,UNEMP=MEDIUM,SMOKING=MEDIUM,OVERWT=MEDIUM,ALCOHOL=LOW,FAT=HIGH,PROTEIN=HIGH,FRUITVEG=MEDIUM,ANNUALINCOME=HIGH,YOUTH_UNEMP_RATE=HIGH,HEARTDISEAS=LOW,CIRCULATORYDISEAS=HIGH,SELFINJURY=LOW,TOTALHOSPBED=LOW
LIFEEXP=MEDIUM,CALORIES=HIGH,UNEMP=MEDIUM,SMOKING=MEDIUM,OVERWT=MEDIUM,ALCOHOL=LOW,FAT=HIGH,PROTEIN=HIGH,FRUITVEG=MEDIUM,ANNUALINCOME=HIGH,YOUTH_UNEMP_RATE=HIGH,HEARTDISEAS=MEDIUM,CIRCULATORYDISEAS=HIGH,SELFINJURY=LOW,TOTALHOSPBED=LOW
LIFEEXP=MEDIUM,CALORIES=HIGH,UNEMP=MEDIUM,SMOKING=MEDIUM,OVERWT=MEDIUM,ALCOHOL=LOW,FAT=HIGH,PROTEIN=HIGH,FRUITVEG=MEDIUM,ANNUALINCOME=HIGH,YOUTH_UNEMP_RATE=HIGH,HEARTDISEAS=MEDIUM,CIRCULATORYDISEAS=HIGH,SELFINJURY=LOW,TOTALHOSPBED=LOW
LIFEEXP=MEDIUM,CALORIES=HIGH,UNEMP=MEDIUM,SMOKING=MEDIUM,OVERWT=LOW,ALCOHOL=LOW,FAT=HIGH,PROTEIN=HIGH,FRUITVEG=MEDIUM,ANNUALINCOME=HIGH,YOUTH_UNEMP_RATE=HIGH,HEARTDISEAS=MEDIUM,CIRCULATORYDISEAS=HIGH,SELFINJURY=LOW,TOTALHOSPBED=LOW
LIFEEXP=MEDIUM,CALORIES=HIGH,UNEMP=MEDIUM,SMOKING=MEDIUM,OVERWT=LOW,ALCOHOL=LOW,FAT=HIGH,PROTEIN=HIGH,FRUITVEG=MEDIUM,ANNUALINCOME=HIGH,YOUTH_UNEMP_RATE=HIGH,HEARTDISEAS=MEDIUM,CIRCULATORYDISEAS=HIGH,SELFINJURY=LOW,TOTALHOSPBED=LOW
LIFEEXP=MEDIUM,CALORIES=MEDIUM,UNEMP=MEDIUM,SMOKING=MEDIUM,OVERWT=LOW,ALCOHOL=LOW,FAT=LOW,PROTEIN=MEDIUM,FRUITVEG=LOW,ANNUALINCOME=HIGH,YOUTH_UNEMP_RATE=HIGH,HEARTDISEAS=MEDIUM,CIRCULATORYDISEAS=HIGH,SELFINJURY=LOW,TOTALHOSPBED=LOW
LIFEEXP=MEDIUM,CALORIES=MEDIUM,UNEMP=MEDIUM,SMOKING=MEDIUM,OVERWT=LOW,ALCOHOL=LOW,FAT=LOW,PROTEIN=MEDIUM,FRUITVEG=MEDIUM,ANNUALINCOME=HIGH,YOUTH_UNEMP_RATE=HIGH,HEARTDISEAS=MEDIUM,CIRCULATORYDISEAS=HIGH,SELFINJURY=LOW,TOTALHOSPBED=LOW
LIFEEXP=MEDIUM,CALORIES=MEDIUM,UNEMP=MEDIUM,SMOKING=LOW,OVERWT=LOW,ALCOHOL=LOW,FAT=LOW,PROTEIN=MEDIUM,FRUITVEG=MEDIUM,ANNUALINCOME=HIGH,YOUTH_UNEMP_RATE=HIGH,HEARTDISEAS=MEDIUM,CIRCULATORYDISEAS=HIGH,SELFINJURY=LOW,TOTALHOSPBED=LOW
LIFEEXP=MEDIUM,CALORIES=MEDIUM,UNEMP=MEDIUM,SMOKING=LOW,OVERWT=LOW,ALCOHOL=LOW,FAT=LOW,PROTEIN=MEDIUM,FRUITVEG=MEDIUM,ANNUALINCOME=HIGH,YOUTH_UNEMP_RATE=HIGH,HEARTDISEAS=MEDIUM,CIRCULATORYDISEAS=HIGH,SELFINJURY=LOW,TOTALHOSPBED=LOW
LIFEEXP=HIGH,CALORIES=HIGH,UNEMP=MEDIUM,SMOKING=LOW,OVERWT=LOW,ALCOHOL=MEDIUM,FAT=LOW,PROTEIN=HIGH,FRUITVEG=MEDIUM,ANNUALINCOME=HIGH,YOUTH_UNEMP_RATE=HIGH,HEARTDISEAS=MEDIUM,CIRCULATORYDISEAS=HIGH,SELFINJURY=LOW,TOTALHOSPBED=LOW
LIFEEXP=HIGH,CALORIES=HIGH,UNEMP=MEDIUM,SMOKING=LOW,OVERWT=LOW,ALCOHOL=MEDIUM,FAT=LOW,PROTEIN=HIGH,FRUITVEG=MEDIUM,ANNUALINCOME=HIGH,YOUTH_UNEMP_RATE=HIGH,HEARTDISEAS=MEDIUM,CIRCULATORYDISEAS=HIGH,SELFINJURY=LOW,TOTALHOSPBED=LOW
LIFEEXP=HIGH,CALORIES=HIGH,UNEMP=MEDIUM,SMOKING=LOW,OVERWT=LOW,ALCOHOL=MEDIUM,FAT=MEDIUM,PROTEIN=HIGH,FRUITVEG=MEDIUM,ANNUALINCOME=LOW,YOUTH_UNEMP_RATE=HIGH,HEARTDISEAS=MEDIUM,CIRCULATORYDISEAS=HIGH,SELFINJURY=LOW,TOTALHOSPBED=LOW
LIFEEXP=HIGH,CALORIES=HIGH,UNEMP=MEDIUM,SMOKING=LOW,OVERWT=LOW,ALCOHOL=MEDIUM,FAT=MEDIUM,PROTEIN=HIGH,FRUITVEG=MEDIUM,ANNUALINCOME=LOW,YOUTH_UNEMP_RATE=HIGH,HEARTDISEAS=MEDIUM,CIRCULATORYDISEAS=HIGH,SELFINJURY=LOW,TOTALHOSPBED=LOW
LIFEEXP=HIGH,CALORIES=HIGH,UNEMP=MEDIUM,SMOKING=LOW,OVERWT=LOW,ALCOHOL=MEDIUM,FAT=MEDIUM,PROTEIN=HIGH,FRUITVEG=MEDIUM,ANNUALINCOME=LOW,YOUTH_UNEMP_RATE=HIGH,HEARTDISEAS=MEDIUM,CIRCULATORYDISEAS=HIGH,SELFINJURY=LOW,TOTALHOSPBED=LOW
